"element_id","global_id","element_type","element_name","material_name","material_type","material_id","volume_m3","volume_source","area_m2","height","length","width","layer_index","layer_thickness","total_layerset_thickness","layerset_name","is_ventilated","constituent_fraction","constituent_index","component_description","profile_name","profile_index","data_quality_flag"
"1972","0jwulq4GL4fvbmpFy620SB","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6484433","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2011","0jwulq4GL4fvbmpFy620II","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6484552","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2065","0jwulq4GL4fvbmpFy620Iu","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6484578","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774384","3HmBCklRTDehvqRFmqLQ0f","IfcWall","Basic Wall:NLRS_21_WA_betonwand 100_Heembeton:6494748","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774423","3HmBCklRTDehvqRFmqLQ0K","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6494753","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774661","3HmBCklRTDehvqRFmqLQ0I","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6494759","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774700","3HmBCklRTDehvqRFmqLQ0V","IfcWall","Basic Wall:NLRS_21_WA_kalkzandsteen CS12 100_gen_PV:6494762","NLRS_f1_kalkzandsteen_CS12","LAYERSET","2774701","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774735","3HmBCklRTDehvqRFmqLQ0P","IfcWall","Basic Wall:NLRS_21_WA_betonwand 100_Heembeton:6494764","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774758","3HmBCklRTDehvqRFmqLQ00","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6494773","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774971","3HmBCklRTDehvqRFmqLQ1c","IfcWall","Basic Wall:NLRS_21_WA_betonwand 100_Heembeton:6494803","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2774994","3HmBCklRTDehvqRFmqLQ1f","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6494812","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775112","2modrKOx11UxShbKc9Bhf1","IfcWall","Basic Wall:NLRS_21_WA_betonwand 90_Heembeton:6497794","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","90.0","90.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775146","2modrKOx11UxShbKc9BhfE","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6497805","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775359","2modrKOx11UxShbKc9BhfC","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6497807","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775621","2modrKOx11UxShbKc9BhfK","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6497815","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775663","2modrKOx11UxShbKc9BhfQ","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6497817","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775685","2modrKOx11UxShbKc9BhfO","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6497819","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775708","2modrKOx11UxShbKc9Bhfc","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6497829","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775730","2modrKOx11UxShbKc9Bhio","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6498161","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775752","2modrKOx11UxShbKc9BhkW","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6498275","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775774","2modrKOx11UxShbKc9Bhkd","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6498276","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2775796","2modrKOx11UxShbKc9Bhkc","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6498277","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822265","1jYXIxDSDEsBsozhdWzf1k","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6512709","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822319","1jYXIxDSDEsBsozhdWzf19","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6512738","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822373","1jYXIxDSDEsBsozhdWzf9j","IfcWall","Basic Wall:NLRS_21_WA_kalkzandsteen CS12 100_gen_PV:6513222","NLRS_f1_kalkzandsteen_CS12","LAYERSET","2774701","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822395","1jYXIxDSDEsBsozhdWzfD_","IfcWall","Basic Wall:NLRS_21_WA_kalkzandsteen CS12 100_gen_PV:6513493","NLRS_f1_kalkzandsteen_CS12","LAYERSET","2774701","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822417","0e592VOzD7FxDvFrsuyPNa","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6513685","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822439","0e592VOzD7FxDvFrsuyPN4","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6513717","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822461","0e592VOzD7FxDvFrsuyPL$","IfcWall","Basic Wall:NLRS_22_WA_betonwand 100_Heembeton:6513806","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822483","3xjHN1F711o8W6uK63eglb","IfcWall","Basic Wall:NLRS_21_WA_betonwand 90_Heembeton:6519320","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","90.0","90.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822527","3xjHN1F711o8W6uK63eglP","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6519332","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822771","3xjHN1F711o8W6uK63eglJ","IfcWall","Basic Wall:NLRS_21_WA_betonwand 90_Heembeton:6519342","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","90.0","90.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2822794","3xjHN1F711o8W6uK63egl4","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6519353","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823007","3xjHN1F711o8W6uK63egiH","IfcWall","Basic Wall:NLRS_21_WA_betonwand 90_Heembeton:6519532","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","90.0","90.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823030","3xjHN1F711o8W6uK63egiA","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6519543","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823242","2h0qxInMb8ofPQ4FJZedsc","IfcWall","Basic Wall:NLRS_21_WA_betonwand 90_Heembeton:6519809","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","90.0","90.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823265","2h0qxInMb8ofPQ4FJZedsg","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6519821","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823488","2h0qxInMb8ofPQ4FJZedsm","IfcWall","Basic Wall:NLRS_21_WA_betonwand 90_Heembeton:6519831","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","90.0","90.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823511","2h0qxInMb8ofPQ4FJZeds5","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6519842","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823723","2h0qxInMb8ofPQ4FJZedsE","IfcWall","Basic Wall:NLRS_21_WA_betonwand 90_Heembeton:6519849","NLRS_f2_beton_prefab_gen","LAYERSET","1973","","","","","","","0","90.0","90.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823746","2h0qxInMb8ofPQ4FJZedsJ","IfcWall","Basic Wall:NLRS_21_WA_isolatie 131_gen_PV:6519860","NLRS_m1_isolatie_glaswol","LAYERSET","2774606","","","","","","","0","131.0","131.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2823961","38Zen2Sx12MBQhxnoKqC0y","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6531833","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2824010","38Zen2Sx12MBQhxnoKqC0$","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6531834","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2842984","38Zen2Sx12MBQhxnoKqC6O","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6531933","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2843006","38Zen2Sx12MBQhxnoKqC6R","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6531934","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2843080","38Zen2Sx12MBQhxnoKqC6Y","IfcWall","Basic Wall:NLRS_42_WA_tegelwerk 400x200x9.5_gen_PV:6531943","Tegels_keramisch_400x200_creme","LAYERSET","2843081","","","","","","","0","9.5","9.5","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2843117","38Zen2Sx12MBQhxnoKqC6i","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6531945","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2843139","38Zen2Sx12MBQhxnoKqC6l","IfcWall","Basic Wall:NLRS_42_WA_tegelwerk 400x200x9.5_gen_PV:6531946","Tegels_keramisch_400x200_creme","LAYERSET","2843081","","","","","","","0","9.5","9.5","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2861613","38Zen2Sx12MBQhxnoKqC6q","IfcWall","Basic Wall:NLRS_42_WA_spuitwerk 1_gen_PV:6531953","NLRS_p6_stucwerk_interieur fijn wit","LAYERSET","2861614","","","","","","","0","1.0","1.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2861651","38Zen2Sx12MBQhxnoKqC6t","IfcWall","Basic Wall:NLRS_42_WA_spuitwerk 1_gen_PV:6531954","NLRS_p6_stucwerk_interieur fijn wit","LAYERSET","2861614","","","","","","","0","1.0","1.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2861673","38Zen2Sx12MBQhxnoKqC5h","IfcWall","Basic Wall:NLRS_42_WA_tegelwerk 400x200x9.5_gen_PV:6532014","Tegels_keramisch_400x200_creme","LAYERSET","2843081","","","","","","","0","9.5","9.5","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2882387","38Zen2Sx12MBQhxnoKrqhx","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6561854","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2882409","38Zen2Sx12MBQhxnoKrqhw","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6561855","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2897973","38Zen2Sx12MBQhxnoKrqfa","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6561953","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2897995","38Zen2Sx12MBQhxnoKrqfd","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6561954","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2898048","38Zen2Sx12MBQhxnoKrqfk","IfcWall","Basic Wall:NLRS_42_WA_tegelwerk 400x200x9.5_gen_PV:6561963","Tegels_keramisch_400x200_creme","LAYERSET","2843081","","","","","","","0","9.5","9.5","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2898070","38Zen2Sx12MBQhxnoKrqfe","IfcWall","Basic Wall:NLRS_22_WA_cellenbeton G4 100_gen_PV:6561965","NLRS_f4_cellenbeton_G4/600","LAYERSET","2823962","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2898092","38Zen2Sx12MBQhxnoKrqfh","IfcWall","Basic Wall:NLRS_42_WA_tegelwerk 400x200x9.5_gen_PV:6561966","Tegels_keramisch_400x200_creme","LAYERSET","2843081","","","","","","","0","9.5","9.5","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2916528","38Zen2Sx12MBQhxnoKrqfm","IfcWall","Basic Wall:NLRS_42_WA_spuitwerk 1_gen_PV:6561973","NLRS_p6_stucwerk_interieur fijn wit","LAYERSET","2861614","","","","","","","0","1.0","1.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2916550","38Zen2Sx12MBQhxnoKrqfp","IfcWall","Basic Wall:NLRS_42_WA_spuitwerk 1_gen_PV:6561974","NLRS_p6_stucwerk_interieur fijn wit","LAYERSET","2861614","","","","","","","0","1.0","1.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"2916572","38Zen2Sx12MBQhxnoKrqet","IfcWall","Basic Wall:NLRS_42_WA_tegelwerk 400x200x9.5_gen_PV:6562034","Tegels_keramisch_400x200_creme","LAYERSET","2843081","","","","","","","0","9.5","9.5","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502188","07jk1z1rL42QQv4yGgCqaj","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6647753","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502431","07jk1z1rL42QQv4yGgCrJc","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6648322","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502453","07jk1z1rL42QQv4yGgCrHl","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6648459","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502475","07jk1z1rL42QQv4yGgCrLB","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6648751","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502497","07jk1z1rL42QQv4yGgCrFI","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6649142","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502720","07jk1z1rL42QQv4yGgCrFT","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6649145","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502742","07jk1z1rL42QQv4yGgCrFO","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6649148","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502764","07jk1z1rL42QQv4yGgCrEb","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6649153","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502786","07jk1z1rL42QQv4yGgCrvJ","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6650039","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4502808","07jk1z1rL42QQv4yGgCrfo","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6651030","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4512833","1Kit9dZm13DOjRbpb5cXku","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6707969","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4512855","1Kit9dZm13DOjRbpb5cXkY","IfcWall","Basic Wall:NLRS_21_WA_kalkzandsteen CS12 100_gen_PV:6707995","NLRS_f1_kalkzandsteen_CS12","LAYERSET","2774701","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4512945","2IItq6c_L25Qtr$zj9o8x_","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf tegel 100_gen_PV:6716662","NLRS_g2_mw Rodurza Spaarne wf tegel","LAYERSET","4512946","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4512978","1QQKlgdVX6QArOCWOl6l9R","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6725483","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513000","1QQKlgdVX6QArOCWOl6l9S","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf staand 100_gen_PV:6725484","NLRS_g2_mw Rodurza Spaarne wf staand","LAYERSET","4495187","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513029","1QQKlgdVX6QArOCWOl6ioY","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6726034","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513051","1QQKlgdVX6QArOCWOl6ioZ","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf staand 100_gen_PV:6726035","NLRS_g2_mw Rodurza Spaarne wf staand","LAYERSET","4495187","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513349","21j0sGQjDEygDSgMv2Mb_H","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6727347","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513371","21j0sGQjDEygDSgMv2Mb5J","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6727793","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513393","15s2RnCKLEJAjCJ8ESiPSq","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6728203","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513415","15s2RnCKLEJAjCJ8ESiPPj","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6728530","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513437","15s2RnCKLEJAjCJ8ESiOqY","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6729757","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513459","15s2RnCKLEJAjCJ8ESiOqX","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6729758","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513481","15s2RnCKLEJAjCJ8ESiOqW","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6729759","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513503","15s2RnCKLEJAjCJ8ESiOsG","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6729903","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513525","15s2RnCKLEJAjCJ8ESiOtk","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6729937","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513547","15s2RnCKLEJAjCJ8ESiOmq","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6729995","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
"4513574","3YjUxCrSDD$vjBbChuVnBL","IfcWall","Basic Wall:NLRS_21_WA_mw spaarne wf halfst. 100_gen_PV:6730765","NLRS_g2_mw Rodurza Spaarne wf halfsteens","LAYERSET","2774662","","","","","","","0","100.0","100.0","Unknown","False","","","","","","NO_VOLUME|NO_DIMENSIONS"
